[33mWARN[0m[2023-12-14 05:51:20] not enable search                            
[GIN] 2023/12/14 - 06:34:33 | 200 |   89.002982ms |   50.93.208.232 | GET      "/assets/index.15d8d646.css"
[GIN] 2023/12/14 - 06:34:34 | 200 |  268.139977ms |   50.93.208.232 | GET      "/assets/index.afc5cbef.js"
[GIN] 2023/12/14 - 06:34:34 | 200 |     765.586µs |   50.93.208.232 | GET      "/assets/entry.f25f5176.js"
[GIN] 2023/12/14 - 06:34:35 | 200 |      166.49µs |   50.93.208.232 | GET      "/static/manifest.json"
[GIN] 2023/12/14 - 06:34:35 | 200 |    1.0530537s |   50.93.208.232 | GET      "/api/public/settings"
[GIN] 2023/12/14 - 06:34:35 | 200 |     584.481µs |   50.93.208.232 | GET      "/api/me"
[GIN] 2023/12/14 - 06:34:35 | 200 |     316.065µs |   50.93.208.232 | GET      "/assets/webauthn-json.browser-ponyfill.1c672167.js"
[GIN] 2023/12/14 - 06:34:35 | 200 |     411.404µs |   50.93.208.232 | GET      "/assets/index.09dc6b85.js"
[GIN] 2023/12/14 - 06:34:35 | 200 |     152.621µs |   50.93.208.232 | GET      "/assets/index.778f5e31.js"
[GIN] 2023/12/14 - 06:34:37 | 200 |     249.479µs |   164.90.205.35 | GET      "/"
[GIN] 2023/12/14 - 06:34:37 | 200 |      98.264µs |   164.90.205.35 | GET      "/.vscode/sftp.json"
[GIN] 2023/12/14 - 06:34:38 | 200 |     163.378µs |   164.90.205.35 | GET      "/about"
[GIN] 2023/12/14 - 06:34:38 | 200 |     203.952µs |  195.211.77.140 | HEAD     "/"
[GIN] 2023/12/14 - 06:34:38 | 200 |      109.31µs |   164.90.205.35 | GET      "/debug/default/view?panel=config"
[GIN] 2023/12/14 - 06:34:39 | 200 |     131.681µs |   164.90.205.35 | GET      "/v2/_catalog"
[GIN] 2023/12/14 - 06:34:39 | 200 |     247.552µs |   164.90.205.35 | GET      "/ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application"
[GIN] 2023/12/14 - 06:34:40 | 200 |     280.062µs |   164.90.205.35 | GET      "/server-status"
[GIN] 2023/12/14 - 06:34:41 | 200 |     144.881µs |   164.90.205.35 | GET      "/login.action"
[GIN] 2023/12/14 - 06:34:41 | 200 |  134.288847ms |   50.93.208.232 | POST     "/api/auth/login/hash"
[GIN] 2023/12/14 - 06:34:41 | 200 |     652.938µs |   50.93.208.232 | GET      "/api/me"
[GIN] 2023/12/14 - 06:34:41 | 200 |     248.415µs |   50.93.208.232 | GET      "/assets/FolderTree.e40c5364.js"
[GIN] 2023/12/14 - 06:34:41 | 200 |     126.952µs |   50.93.208.232 | GET      "/assets/index.69ee4e7e.js"
[GIN] 2023/12/14 - 06:34:41 | 200 |      85.767µs |   50.93.208.232 | GET      "/assets/index.7bba5123.js"
[GIN] 2023/12/14 - 06:34:41 | 200 |      408.37µs |   50.93.208.232 | GET      "/assets/Layout.53ea9934.js"
[GIN] 2023/12/14 - 06:34:41 | 200 |    3.112856ms |   50.93.208.232 | POST     "/api/fs/get"
[GIN] 2023/12/14 - 06:34:41 | 200 |       86.11µs |   50.93.208.232 | GET      "/api/public/offline_download_tools"
[GIN] 2023/12/14 - 06:34:41 | 200 |    1.197735ms |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:34:41 | 200 |     104.888µs |   164.90.205.35 | GET      "/_all_dbs"
[GIN] 2023/12/14 - 06:34:41 | 200 |     384.604µs |   50.93.208.232 | GET      "/assets/Paginator.98e2cacb.js"
[GIN] 2023/12/14 - 06:34:41 | 200 |     293.547µs |   50.93.208.232 | GET      "/assets/icon.bcadb4b9.js"
[GIN] 2023/12/14 - 06:34:41 | 200 |     823.079µs |   50.93.208.232 | GET      "/assets/Folder.43e1535e.js"
[GIN] 2023/12/14 - 06:34:41 | 200 |     408.969µs |   50.93.208.232 | GET      "/assets/Folder.b511ba9e.css"
[GIN] 2023/12/14 - 06:34:41 | 200 |   61.276505ms |   50.93.208.232 | GET      "/assets/video_box.6c50e108.js"
[GIN] 2023/12/14 - 06:34:41 | 200 |     247.601µs |   50.93.208.232 | GET      "/assets/List.e917597c.js"
[GIN] 2023/12/14 - 06:34:42 | 200 |     357.444µs |   164.90.205.35 | GET      "/.DS_Store"
[GIN] 2023/12/14 - 06:34:42 | 200 |     100.371µs |   164.90.205.35 | GET      "/.env"
[GIN] 2023/12/14 - 06:34:43 | 200 |     174.003µs |   164.90.205.35 | GET      "/.git/config"
[GIN] 2023/12/14 - 06:34:43 | 200 |     243.759µs |   164.90.205.35 | GET      "/s/834313e26333e22313e2435313/_/;/META-INF/maven/com.atlassian.jira/jira-webapp-dist/pom.properties"
[GIN] 2023/12/14 - 06:34:44 | 200 |       99.54µs |   164.90.205.35 | GET      "/config.json"
[GIN] 2023/12/14 - 06:34:44 | 200 |     117.319µs |   164.90.205.35 | GET      "/telescope/requests"
[GIN] 2023/12/14 - 06:34:45 | 200 |     102.339µs |   164.90.205.35 | GET      "/?rest_route=/wp/v2/users/"
[GIN] 2023/12/14 - 06:34:59 | 200 |     483.667µs |  195.211.77.142 | GET      "/"
[GIN] 2023/12/14 - 06:35:03 | 200 |     153.077µs |   51.81.245.138 | GET      "/"
[GIN] 2023/12/14 - 06:35:03 | 302 |      164.84µs |   51.81.245.138 | GET      "/favicon.ico"
[GIN] 2023/12/14 - 06:35:05 | 200 |     106.984µs | 104.164.173.106 | GET      "/"
[GIN] 2023/12/14 - 06:35:26 | 200 |     517.933µs |    65.21.65.198 | GET      "/"
[GIN] 2023/12/14 - 06:35:52 | 200 |      564.56µs |   37.120.149.62 | GET      "/"
[GIN] 2023/12/14 - 06:35:52 | 200 |     277.955µs |  104.129.56.136 | GET      "/"
[GIN] 2023/12/14 - 06:35:53 | 200 |      255.56µs |  193.36.118.229 | GET      "/"
[GIN] 2023/12/14 - 06:35:56 | 200 |    1.153137ms |  191.96.168.209 | GET      "/"
